farm_id,x,y,county,district,species,production,observed_case,p_new_case
4210,339943.169001587,4.53749866598912e6,Schuylkill,Brick,duck,organic,false,0.004
4211,394031.765270669,4.71214884676771e6,Lancaster,Florence,duck,conventional,false,0.0
4212,372322.332061285,4.65335714376267e6,Blair,Bradley Beach,duck,conventional,false,0.0
4213,436127.280328736,4.57661324619348e6,Susquehanna,Galloway,chicken,broiler_2,false,0.026
4214,301329.05674174,4.58771247609994e6,Venango,Plainsboro,chicken,broiler_2,false,0.012
4215,474116.416868202,4.65553631627133e6,Allegheny,Marlborough,duck,conventional,false,0.0
4216,321794.210034532,4.59619991253386e6,Venango,Hamilton,chicken,broiler_2,false,0.018
4217,472892.56852278,4.73017328833196e6,Indiana,Sandyston,chicken,broiler_2,false,0.026
4218,417897.218740018,4.71227340378066e6,Lancaster,Woodland,duck,conventional,false,0.0
4219,388953.036714329,4.65724423827684e6,Blair,Denville,duck,conventional,false,0.0
4220,425834.914783155,4.71520075380417e6,Lancaster,Brunswick,chicken,broiler_2,false,0.004
4221,365386.757036916,4.55519681861518e6,Cumberland,Bellmawr,chicken,layer,false,0.006
4222,494383.538083855,4.48047624347173e6,Luzerne,Medford,chicken,broiler_2,false,0.002
4223,423118.039053118,4.60390966134534e6,Susquehanna,Palmyra,duck,conventional,false,0.002
4224,460397.764985508,4.46502511470193e6,Luzerne,Union City,chicken,broiler_2,false,0.004
4225,486446.302444448,4.47330968233989e6,Luzerne,Merchantville,duck,organic,false,0.0
4226,390201.752965841,4.6288702953939e6,Blair,Butler,chicken,broiler_2,false,0.006
4227,457468.724626458,4.62753054818907e6,Susquehanna,Cape May Point,chicken,broiler_2,false,0.046
4228,463607.038590627,4.7152371821167e6,Indiana,Morristown,chicken,layer,false,0.024
4229,452733.01927809,4.57643957413965e6,Susquehanna,Kingwood,chicken,broiler_2,true,0.0
4230,337276.269365582,4.56755954381152e6,Schuylkill,State College,chicken,broiler_2,false,0.01
4231,411139.869080888,4.71406665787736e6,Lancaster,Bloomingdale,chicken,broiler_2,false,0.01
4232,429265.446399583,4.5842926881906e6,Lycoming,Berkeley Heights,chicken,broiler_2,false,0.014
4233,388731.20632371,4.52088012103776e6,Cumberland,Spring Lake,chicken,layer,false,0.008
4234,381770.781011658,4.65233484608953e6,Blair,Hatboro,duck,conventional,false,0.002
4235,477309.504069809,4.68901092449636e6,Indiana,Bryn Athyn,duck,conventional,false,0.002
4236,469839.277698942,4.52098516123564e6,Berks,Warwick,chicken,broiler_2,false,0.028
4237,484428.858272889,4.71551988262486e6,Indiana,Robbinsville,duck,conventional,false,0.012
4238,369227.937384949,4.64102087349242e6,Blair,Woodbury,chicken,broiler_2,false,0.01
4239,462145.390276178,4.57829454423279e6,Berks,Merion,chicken,broiler_2,false,0.02
4240,366356.869614753,4.63442478699826e6,Blair,Somerville,chicken,broiler_1,false,0.008
4241,468965.234313234,4.57863003462203e6,Berks,Warren,duck,organic,false,0.01
4242,405321.394494094,4.6923894165255e6,Lancaster,Hampton,duck,conventional,false,0.006
4243,439806.743165485,4.60988596544665e6,Susquehanna,Newark,chicken,broiler_1,false,0.0
4244,418761.824276272,4.58645672209174e6,Lycoming,Limerick,chicken,broiler_2,false,0.012
4245,483999.06175298,4.50828719387051e6,Luzerne,Hardyston,chicken,broiler_1,false,0.034
4246,477538.194722361,4.66888951148942e6,Allegheny,Lacey,duck,conventional,false,0.012
4247,337582.900327536,4.61297441611809e6,Venango,Maurice River,duck,conventional,false,0.0
4248,471352.950880905,4.57405221146985e6,Berks,Warren,duck,organic,false,0.004
4249,384318.451576543,4.6354201568175e6,Blair,Ho-Ho-Kus,duck,conventional,false,0.0
4250,371337.149626952,4.60779698677378e6,Mercer,Monmouth Beach,chicken,broiler_1,false,0.008
4251,388869.949659467,4.62419296686396e6,Blair,Butler,chicken,broiler_2,false,0.008
4252,464483.101729614,4.53711543236254e6,Berks,Jersey City,chicken,broiler_2,false,0.028
4253,367596.16024914,4.53987385125541e6,Cumberland,Hackensack,chicken,broiler_2,false,0.006
4254,458318.85328709,4.62995800015856e6,Susquehanna,Cape May Point,duck,conventional,false,0.004
4255,370419.15393142,4.54527886391691e6,Cumberland,Hackensack,chicken,broiler_1,false,0.008
4256,360283.15197745,4.56740549760515e6,Schuylkill,Allendale,chicken,broiler_2,false,0.008
4257,473458.143742951,4.67336443092565e6,Allegheny,Lacey,duck,conventional,false,0.004
4258,430344.54711757,4.72162731716891e6,Lancaster,Chester,duck,conventional,false,0.002
4259,355040.251928772,4.55716427652955e6,Schuylkill,Woodlynne,chicken,broiler_2,false,0.006
4260,438889.18432979,4.58698787675533e6,Susquehanna,Lumberton,chicken,layer,false,0.02
4261,332182.287535247,4.59338565243707e6,Venango,Clark,duck,organic,false,0.004
4262,310459.932594861,4.60392577428855e6,Venango,Ambler,duck,conventional,false,0.004
4263,371580.851001181,4.54245318141003e6,Cumberland,Hackensack,duck,conventional,false,0.0
4264,427724.342653023,4.70401425419788e6,Lancaster,Bay Head,chicken,broiler_2,false,0.006
4265,375930.28764244,4.53061868844688e6,Cumberland,Pequannock,duck,organic,false,0.002
4266,402460.906684988,4.61777993771511e6,Fulton,Sparta,duck,conventional,false,0.002
4267,461644.809845395,4.6517684295032e6,Allegheny,Oldmans,duck,conventional,false,0.006
4268,459282.985003036,4.618702868871e6,Susquehanna,Wrightstown,duck,conventional,false,0.01
4269,464489.788762555,4.64092059394226e6,Allegheny,Brigantine,duck,conventional,false,0.008
4270,370944.143534898,4.64295412117369e6,Blair,Woodbury,chicken,broiler_1,false,0.002
4271,340774.523226048,4.54604507549988e6,Schuylkill,Fanwood,chicken,broiler_2,false,0.012
4272,451795.367958619,4.4571610345362e6,Luzerne,Lakehurst,chicken,broiler_2,false,0.002
4273,464903.95305843,4.5001542805071e6,Luzerne,Fredon,duck,conventional,false,0.022
4274,354375.542115135,4.62316186653725e6,Mercer,Atlantic City,duck,organic,false,0.002
4275,418643.161878613,4.60014448553786e6,Lycoming,Cranbury,duck,conventional,false,0.002
4276,398616.822593865,4.61283898510982e6,Blair,Hopatcong,chicken,broiler_2,false,0.01
4277,366905.071401659,4.58533589673236e6,Mercer,Wayne,duck,conventional,false,0.0
4278,495155.331485709,4.4807421218911e6,Luzerne,Medford,duck,conventional,false,0.002
4279,502847.498391866,4.71252019579763e6,Indiana,Fairview,chicken,broiler_1,false,0.044
4280,362903.96545646,4.63285999112862e6,Blair,Somerville,duck,conventional,false,0.002
4281,466852.286398746,4.48950929790304e6,Luzerne,Pine Hill,chicken,broiler_2,false,0.012
4282,498481.902588191,4.71021529134906e6,Indiana,Allentown,chicken,broiler_1,false,0.024
4283,466089.09667126,4.53504323758174e6,Berks,Irvington,chicken,broiler_1,false,0.012
4284,408110.725075996,4.71433221867221e6,Lancaster,Bloomingdale,chicken,broiler_2,false,0.008
4285,422447.15797841,4.48999041646518e6,Mifflin,Cherry Hill,chicken,broiler_1,false,0.006
4286,379496.536462196,4.61915166000116e6,Blair,Pottsgrove,chicken,broiler_1,false,0.012
4287,443571.477053631,4.57446122905361e6,Susquehanna,Kingwood,duck,conventional,false,0.012
4288,425645.180039026,4.5834058303323e6,Lycoming,Berkeley Heights,duck,conventional,false,0.0
4289,369850.647212503,4.61077114204266e6,Mercer,Monmouth Beach,chicken,layer,false,0.004
4290,389503.107684128,4.65161689830959e6,Blair,Glen Rock,chicken,broiler_2,false,0.012
4291,312655.846914052,4.58579396445939e6,Venango,Plainsboro,duck,organic,false,0.004
4292,496051.272514554,4.47866587485889e6,Luzerne,Old Bridge,duck,conventional,false,0.0
4293,380124.153017098,4.62669104185569e6,Blair,Pottsgrove,chicken,broiler_2,false,0.01
4294,352718.152309966,4.55248996535016e6,Schuylkill,Cape May,duck,conventional,false,0.0
4295,439964.70221822,4.57628499693557e6,Susquehanna,Galloway,duck,conventional,false,0.008
4296,421841.568780092,4.60291115248298e6,Susquehanna,Palmyra,chicken,broiler_1,false,0.008
4297,329505.750441354,4.60290929463895e6,Venango,Keyport,duck,conventional,false,0.004
4298,401437.743172866,4.70107317048981e6,Lancaster,Riegelsville,chicken,broiler_2,false,0.01
4299,368099.140848851,4.6431482590826e6,Blair,Woodbury,duck,conventional,false,0.002
4300,357278.595989585,4.54471770984173e6,Schuylkill,Bethlehem,chicken,broiler_1,false,0.01
4301,379841.087671431,4.54880293442038e6,Cumberland,Somerdale,chicken,broiler_2,false,0.008
4302,488849.403539289,4.67282108618893e6,Allegheny,Colts Neck,chicken,broiler_2,false,0.0
4303,486278.795163432,4.6930348686538e6,Indiana,Stockton,duck,conventional,false,0.008
4304,373506.255911118,4.59569865091151e6,Mercer,Mullica,chicken,broiler_2,false,0.014
4305,330387.045180311,4.56478933597568e6,Schuylkill,Audubon Park,duck,organic,false,0.006
4306,463351.545829738,4.60260888328989e6,Susquehanna,Pennsauken,duck,conventional,false,0.004
4307,472029.256734287,4.68007993278065e6,Indiana,Ship Bottom,chicken,broiler_2,false,0.02
4308,390350.58429277,4.48724374860809e6,Mifflin,Saddle Brook,duck,conventional,false,0.006
4309,465827.254875083,4.49982241365817e6,Luzerne,Fredon,duck,conventional,false,0.006
4310,382631.111140481,4.50057282012723e6,Mifflin,Springfield,chicken,broiler_2,false,0.014
4311,359094.127318357,4.54367588714565e6,Cumberland,Ferguson,chicken,broiler_1,false,0.004
4312,341336.99714949,4.62388773601453e6,Venango,Totowa,duck,conventional,false,0.002
4313,437683.459995462,4.60944000190946e6,Susquehanna,Newark,chicken,broiler_1,false,0.01
4314,382430.093978625,4.58868570517713e6,Mercer,Oceanport,chicken,broiler_1,false,0.008
4315,371364.886568509,4.58466998877073e6,Mercer,Clinton,duck,organic,false,0.002
4316,466510.885139364,4.64842427208592e6,Allegheny,Marlborough,duck,conventional,false,0.008
4317,385182.914772436,4.61236721901939e6,Blair,Ventnor City,duck,conventional,false,0.004
4318,374630.068649523,4.62813972732115e6,Blair,Ho-Ho-Kus,duck,conventional,false,0.0
4319,405486.607782397,4.58440953254953e6,Lycoming,Cheltenham,duck,conventional,false,0.004
4320,377076.366104109,4.60921111444077e6,Lycoming,Lindenwold,chicken,broiler_2,false,0.01
4321,434878.679917257,4.60498646169672e6,Susquehanna,Hackettstown,duck,conventional,false,0.002
4322,382976.102264027,4.53653576431446e6,Cumberland,Perkiomen,duck,conventional,false,0.0
4323,387144.764701509,4.6565988825435e6,Blair,Bloomsbury,duck,organic,false,0.004
4324,397922.935477573,4.70311664737721e6,Lancaster,Riegelsville,chicken,broiler_2,false,0.008
4325,313721.213108448,4.55334288795056e6,Schuylkill,Glassboro,duck,conventional,false,0.01
4326,429429.850002103,4.60267815546079e6,Susquehanna,Palmyra,chicken,layer,false,0.002
4327,455555.909338926,4.59783897261848e6,Susquehanna,Parsippany-Troy Hills,chicken,layer,false,0.02
4328,474304.860636861,4.6750479958776e6,Allegheny,Lacey,chicken,broiler_2,false,0.02
4329,367860.863864236,4.52227623444057e6,Cumberland,Bergen,duck,conventional,false,0.0
4330,331954.136549414,4.59653957264138e6,Venango,Tewksbury,chicken,broiler_2,false,0.016
4331,402925.460949429,4.5818413703763e6,Lycoming,Marlboro,duck,conventional,false,0.004
4332,477792.278377905,4.6785887700004e6,Allegheny,Mountainside,duck,organic,false,0.01
4333,465251.922457957,4.70012135584382e6,Indiana,Paramus,chicken,broiler_2,false,0.026
4334,471604.996922667,4.53236584351733e6,Berks,Irvington,chicken,broiler_2,false,0.048
4335,327307.063406538,4.60287826607112e6,Venango,Montville,chicken,broiler_2,false,0.012
4336,446683.854763428,4.56924591328686e6,Berks,Taylor,duck,conventional,false,0.004
4337,410568.455331368,4.60219637032527e6,Lycoming,Haddonfield,chicken,layer,false,0.01
4338,367656.08091057,4.52945958281626e6,Cumberland,Ringwood,duck,organic,false,0.002
4339,382008.250663204,4.62004155814127e6,Blair,Pottsgrove,chicken,layer,false,0.014
4340,424947.287367268,4.61216438972935e6,Susquehanna,Commercial,duck,conventional,false,0.004
4341,335729.90644075,4.56259418010786e6,Schuylkill,Watchung,chicken,broiler_2,false,0.01
4342,338448.237319053,4.56428075559281e6,Schuylkill,State College,chicken,broiler_1,false,0.006
4343,383104.604844661,4.5228782805382e6,Cumberland,Spring Lake,chicken,broiler_2,false,0.004
4344,378354.773494504,4.64451991396603e6,Blair,Stillwater,duck,conventional,false,0.0
4345,355484.338215523,4.57149690120807e6,Mercer,Lambertville,chicken,broiler_2,false,0.002
4346,416611.140831147,4.7151696045398e6,Lancaster,Howell,duck,conventional,false,0.002
4347,431955.115509325,4.58194320250309e6,Lycoming,Avalon,duck,conventional,false,0.002
4348,448918.638072081,4.70467366009354e6,Lancaster,Maplewood,chicken,layer,false,0.028
4349,463955.472226689,4.56160424635402e6,Berks,Barnegat Light,duck,conventional,false,0.006
4350,478603.330547017,4.54420035875296e6,Berks,Port Matilda,duck,organic,false,0.014
4351,330257.569900208,4.54773205570065e6,Schuylkill,Kenilworth,chicken,layer,false,0.004
4352,375208.888644277,4.57185106484962e6,Cumberland,Philipsburg,chicken,broiler_2,false,0.01
4353,461033.38760578,4.62886436193788e6,Susquehanna,Dumont,chicken,broiler_2,false,0.044
4354,449812.653470426,4.49114183034297e6,Luzerne,Paulsboro,chicken,broiler_2,false,0.012
4355,406561.784439913,4.57678496610382e6,Lycoming,Marlboro,duck,conventional,false,0.002
4356,499163.462418739,4.71943482864617e6,Indiana,Stafford,duck,conventional,false,0.012
4357,416392.272979158,4.70583205642268e6,Lancaster,Rocky Hill,chicken,broiler_1,false,0.016
4358,392290.033192856,4.63440008956913e6,Blair,Tabernacle,duck,conventional,false,0.002
4359,474726.121539234,4.7086400741131e6,Indiana,Corbin City,chicken,broiler_1,false,0.012
4360,318674.423339667,4.58888234838692e6,Venango,Port Republic,chicken,broiler_2,false,0.008
4361,348573.827277913,4.54429718376364e6,Schuylkill,Englewood Cliffs,chicken,broiler_2,false,0.006
4362,378400.506889158,4.55903975965931e6,Cumberland,Magnolia,duck,conventional,false,0.0
4363,359734.175294881,4.5883950055292e6,Mercer,Delanco,duck,conventional,false,0.002
4364,381324.22538821,4.62967701672287e6,Blair,Ho-Ho-Kus,chicken,broiler_2,false,0.014
4365,336043.100030645,4.55741499745944e6,Schuylkill,Watchung,chicken,broiler_1,false,0.01
4366,460528.947114862,4.60710491583497e6,Susquehanna,Montague,chicken,broiler_2,false,0.03
4367,461696.118607905,4.48510034796749e6,Luzerne,New Milford,chicken,broiler_1,false,0.002
4368,496978.956630161,4.71220677149414e6,Indiana,Berkeley,duck,conventional,false,0.004
4369,363520.530523764,4.55944058958364e6,Cumberland,Bellmawr,duck,conventional,false,0.002
4370,314943.471210354,4.59383733324321e6,Venango,Northvale,duck,conventional,false,0.002
4371,383564.280370223,4.59920457294786e6,Lycoming,Delran,chicken,broiler_2,false,0.014
4372,364598.822278792,4.55562890285132e6,Schuylkill,Hillsborough,chicken,broiler_2,false,0.012
4373,473602.388413646,4.64966450762547e6,Allegheny,Spring Lake Heights,duck,conventional,false,0.004
4374,439430.363200242,4.61932824727237e6,Susquehanna,Montgomery,duck,organic,false,0.0
4375,319973.722395836,4.55320851712965e6,Schuylkill,Glassboro,duck,organic,false,0.002
4376,374893.577844789,4.51988029446669e6,Cumberland,Bergen,chicken,broiler_2,false,0.014
4377,407437.201893652,4.61767507081099e6,Fulton,Sparta,chicken,broiler_2,false,0.008
4378,454292.049249782,4.70523501697378e6,Lancaster,Maplewood,chicken,broiler_2,false,0.024
4379,330872.703980669,4.57879444503254e6,Venango,Deptford,chicken,layer,false,0.016
4380,464725.542119475,4.7261980497307e6,Indiana,Lawrence,duck,conventional,false,0.002
4381,371428.972579551,4.56034350270709e6,Cumberland,Bellmawr,chicken,broiler_2,false,0.014
4382,484948.319723345,4.68601801956746e6,Indiana,Paterson,duck,conventional,false,0.0
4383,373237.282434117,4.65929195627618e6,Blair,Bradley Beach,chicken,broiler_2,false,0.012
4384,480486.01100181,4.48062233609491e6,Luzerne,Haworth,duck,organic,false,0.002
4385,361557.078359771,4.52897711757679e6,Cumberland,Ringwood,chicken,broiler_2,false,0.02
4386,458309.835546949,4.46311700108435e6,Luzerne,Lakehurst,chicken,broiler_2,false,0.008
4387,470838.183785005,4.67904081858577e6,Allegheny,Passaic,duck,conventional,false,0.002
4388,345766.19893184,4.55695657247961e6,Schuylkill,Dover,chicken,broiler_2,false,0.002
4389,446934.021984986,4.72413650050366e6,Lancaster,Westville,chicken,broiler_2,false,0.01
4390,428343.841507939,4.48577113864236e6,Mifflin,Hillside,chicken,layer,false,0.01
4391,349097.066355388,4.55511217596933e6,Schuylkill,Cape May,chicken,broiler_2,false,0.006
4392,442229.572414805,4.57329363955082e6,Susquehanna,Kingwood,chicken,broiler_1,false,0.026
4393,317663.997871505,4.59276809913249e6,Venango,Northvale,duck,conventional,false,0.002
4394,495832.059082139,4.48337759644905e6,Luzerne,Medford,duck,conventional,false,0.0
4395,500354.184303616,4.7189194153738e6,Indiana,Stafford,chicken,broiler_2,false,0.046
4396,463297.717022885,4.54947695029927e6,Berks,Port Matilda,chicken,broiler_1,false,0.016
4397,461374.995028761,4.49720418597695e6,Luzerne,Fredon,duck,conventional,false,0.0
4398,377421.13594466,4.62729833459258e6,Blair,Ho-Ho-Kus,chicken,broiler_1,false,0.006
4399,391292.874882873,4.48966535696454e6,Mifflin,Saddle Brook,chicken,broiler_2,false,0.004
4400,452081.19966601,4.56617873697736e6,Berks,Taylor,chicken,broiler_2,false,0.024
4401,371669.329889196,4.56038803521836e6,Cumberland,Bellmawr,chicken,broiler_2,false,0.004
4402,374974.796210508,4.637475676928e6,Blair,Stillwater,chicken,broiler_1,false,0.006
4403,398479.065623649,4.58172577965196e6,Lycoming,Hoboken,duck,conventional,false,0.002
4404,472224.393044508,4.69338768419405e6,Indiana,Bryn Athyn,chicken,broiler_2,false,0.022
4405,415500.732997176,4.61042475377383e6,Lycoming,Lebanon,duck,conventional,false,0.002
4406,488386.679905029,4.50251670784431e6,Luzerne,Teaneck,duck,conventional,false,0.004
4407,346041.877127142,4.5755815873396e6,Mercer,Metuchen,chicken,broiler_2,false,0.022
4408,344328.059475868,4.55883860192338e6,Schuylkill,Dover,duck,conventional,false,0.002
4409,466540.626827493,4.46617701012894e6,Luzerne,Pemberton,chicken,broiler_2,false,0.01
4410,465301.621190754,4.53494186396242e6,Berks,Irvington,chicken,broiler_1,false,0.022
4411,490327.088461137,4.47747773708285e6,Luzerne,Old Bridge,duck,conventional,false,0.002
4412,327121.11448823,4.58088151478436e6,Venango,Deptford,chicken,broiler_1,false,0.008
4413,479116.842975138,4.7229758780222e6,Indiana,Wales,duck,conventional,false,0.002
4414,357584.010730408,4.61833872905024e6,Mercer,Mount Arlington,chicken,broiler_2,false,0.01
4415,390313.243049579,4.52484596185516e6,Cumberland,Manchester,chicken,layer,false,0.016
4416,472454.732062478,4.68559985539039e6,Indiana,Bryn Athyn,duck,conventional,false,0.0
4417,444617.261002982,4.56890009017386e6,Susquehanna,Kingwood,chicken,broiler_2,false,0.02
4418,351024.920769584,4.57840335975748e6,Mercer,Lambertville,duck,conventional,false,0.002
4419,413793.824821773,4.71342836045003e6,Lancaster,Bloomingdale,duck,conventional,false,0.006
4420,362484.050037577,4.57495843816203e6,Mercer,Ogdensburg,duck,conventional,false,0.0
4421,395323.407314913,4.62032136002827e6,Blair,Loch Arbour Village,duck,conventional,false,0.002
4422,351034.97300852,4.61728544610247e6,Mercer,Mount Arlington,chicken,layer,false,0.008
4423,488508.510984937,4.46279821313689e6,Luzerne,Andover,duck,conventional,false,0.0
4424,377297.099266822,4.54487701642245e6,Cumberland,Bergenfield,chicken,broiler_1,false,0.014
4425,368243.041417212,4.5953308508174e6,Mercer,Mannington,chicken,layer,false,0.008
4426,381865.23223665,4.65742444285598e6,Blair,Perth Amboy,duck,organic,false,0.0
4427,469404.758714802,4.46358054525371e6,Luzerne,Prospect Park,chicken,broiler_2,false,0.008
4428,473356.453368184,4.49238294570923e6,Luzerne,Pine Hill,duck,conventional,false,0.008
4429,377251.931880739,4.58329318351633e6,Mercer,Greenville,duck,conventional,false,0.0
4430,456867.688997965,4.7124337960667e6,Indiana,Brielle,chicken,broiler_2,false,0.024
4431,451528.927598265,4.57291518436203e6,Susquehanna,Kingwood,chicken,broiler_2,false,0.024
4432,463676.192567357,4.48974492130099e6,Luzerne,New Milford,duck,conventional,false,0.004
4433,363935.853651789,4.59572857566888e6,Mercer,Middle,chicken,broiler_1,false,0.022
4434,447795.751317932,4.46560140357784e6,Luzerne,Cedar Grove,chicken,broiler_2,false,0.006
4435,489159.209421193,4.66987922110913e6,Allegheny,Colts Neck,duck,conventional,false,0.004
4436,417310.306868793,4.60526832796492e6,Lycoming,Haddonfield,chicken,broiler_2,false,0.01
4437,405140.470478483,4.6160287337184e6,Fulton,Sparta,duck,conventional,false,0.002
4438,441425.960979967,4.48043316896218e6,Luzerne,Douglass,duck,conventional,false,0.002
4439,463465.416220891,4.56531205829483e6,Berks,Barnegat Light,chicken,broiler_2,false,0.036
4440,470297.115605884,4.65877045754894e6,Allegheny,Orange,chicken,broiler_1,false,0.036
4441,465761.404596635,4.5301026762334e6,Berks,Irvington,duck,conventional,false,0.002
4442,333103.060005453,4.54241156314551e6,Schuylkill,Kenilworth,duck,conventional,false,0.0
4443,334916.281350228,4.59469616688483e6,Venango,Tewksbury,duck,conventional,false,0.002
4444,373040.252028445,4.62748173839078e6,Blair,Pompton Lakes,duck,conventional,false,0.002
4445,388272.483413511,4.60468765748978e6,Lycoming,Swedesboro,duck,conventional,false,0.002
4446,382215.371772229,4.57378792349255e6,Cumberland,Windsor,duck,conventional,false,0.002
4447,471224.667521069,4.52881695109921e6,Berks,Irvington,duck,conventional,false,0.008
4448,464563.980656882,4.65370567250831e6,Allegheny,Oldmans,duck,organic,false,0.002
4449,393532.034589242,4.62153185222547e6,Blair,Hopatcong,duck,conventional,false,0.004
4450,415384.598585549,4.48988868007959e6,Mifflin,Margate City,chicken,broiler_2,false,0.012
4451,476616.985848444,4.67833791118096e6,Allegheny,Mountainside,chicken,layer,false,0.026
4452,387501.562223917,4.55911218016269e6,Cumberland,Moonachie,chicken,broiler_2,false,0.014
4453,404606.006891768,4.62426351500424e6,Blair,Woodbine,chicken,broiler_1,false,0.01
4454,431045.38705306,4.71890466316311e6,Lancaster,Chester,duck,conventional,false,0.002
4455,402386.531298085,4.59932318873949e6,Lycoming,Woolwich,duck,organic,false,0.0
4456,447637.497161199,4.47229073656631e6,Luzerne,Woodstown,duck,conventional,false,0.0
4457,441520.676506558,4.57574364167367e6,Susquehanna,Galloway,duck,conventional,false,0.004
4458,320750.147500705,4.5644841168331e6,Schuylkill,Frenchtown,duck,conventional,false,0.0
4459,416091.53161698,4.60597597697644e6,Lycoming,Haddonfield,chicken,broiler_2,false,0.012
4460,408146.09934115,4.57415534923629e6,Lycoming,Marlboro,chicken,layer,false,0.008
4461,407338.616716789,4.59088891214603e6,Lycoming,Montclair,duck,conventional,false,0.002
4462,317226.836902274,4.58931540747435e6,Venango,Port Republic,duck,conventional,false,0.0
4463,349328.343663652,4.57094648446028e6,Schuylkill,Wanaque,duck,organic,false,0.002
4464,317542.986879129,4.55439675485698e6,Schuylkill,Glassboro,duck,conventional,false,0.002
4465,454424.643876278,4.62904290854589e6,Susquehanna,Cape May Point,duck,conventional,false,0.014
4466,415750.735707459,4.59378021413286e6,Lycoming,Maple Shade,duck,conventional,false,0.002
4467,385242.523659741,4.55969972361586e6,Cumberland,Moonachie,duck,conventional,false,0.008
4468,489782.352604731,4.47228535883899e6,Luzerne,Merchantville,duck,conventional,false,0.002
4469,472957.204459877,4.71700782046461e6,Indiana,Collingswood,duck,conventional,false,0.012
4470,470935.953824403,4.72775156760839e6,Indiana,Lawrence,chicken,broiler_1,false,0.044
4471,322715.815823749,4.59153578147266e6,Venango,Port Republic,chicken,broiler_2,false,0.01
4472,450561.444286989,4.63108377164703e6,Susquehanna,Cranford,duck,conventional,false,0.004
4473,454515.75155968,4.61083969606734e6,Susquehanna,Unionville,chicken,layer,false,0.03
4474,322761.321858052,4.56745264067233e6,Schuylkill,Frenchtown,duck,conventional,false,0.002
4475,394043.991745038,4.58333002198572e6,Lycoming,Hoboken,chicken,broiler_2,false,0.012
4476,401903.76814355,4.48533149270042e6,Mifflin,Roosevelt,duck,conventional,false,0.0
4477,455689.544666462,4.73592232701419e6,Indiana,Ewing,chicken,broiler_1,false,0.002
4478,405750.832924611,4.49838220020134e6,Mifflin,Chesterfield,duck,conventional,false,0.002
4479,382735.774226658,4.5750944266372e6,Cumberland,Windsor,chicken,broiler_1,false,0.008
4480,414404.37639162,4.60179698113551e6,Lycoming,Haddonfield,chicken,broiler_1,false,0.004
4481,449880.080320324,4.45848029330359e6,Luzerne,Cedar Grove,duck,conventional,false,0.0
4482,342463.539132873,4.55400166684476e6,Schuylkill,Independence,duck,conventional,false,0.0
4483,369211.390101432,4.57707556027507e6,Mercer,Dunellen,chicken,broiler_1,false,0.008
4484,504825.637308789,4.7195427783661e6,Indiana,Stafford,chicken,broiler_1,false,0.036
4485,424359.108298171,4.48202444956077e6,Mifflin,Hillside,chicken,broiler_2,false,0.006
4486,379561.427248639,4.52671618975475e6,Cumberland,Bound Brook,duck,conventional,false,0.0
4487,456080.67265992,4.47074832180754e6,Luzerne,Tullytown,chicken,broiler_1,false,0.006
4488,458597.128485705,4.73237441885493e6,Indiana,Ewing,chicken,broiler_1,false,0.018
4489,470401.398793689,4.6561044352113e6,Allegheny,Marlborough,duck,organic,false,0.006
4490,358923.57527051,4.60178376082654e6,Mercer,Lopatcong,chicken,layer,false,0.016
4491,378029.079740592,4.64824707400125e6,Blair,Hatboro,chicken,broiler_2,false,0.014
4492,302271.655856518,4.61085319894987e6,Venango,Ambler,duck,conventional,false,0.0
4493,451878.201634578,4.58500460710828e6,Susquehanna,Flemington,chicken,broiler_1,false,0.008
4494,382845.850650224,4.58425651977154e6,Mercer,Bass River,chicken,layer,false,0.008
4495,382952.866629594,4.51293909756735e6,Mifflin,Piscataway,chicken,broiler_2,false,0.012
4496,381123.698870322,4.54049248754833e6,Cumberland,Hackensack,duck,conventional,false,0.006
4497,368488.087867623,4.57372213371264e6,Mercer,Dunellen,chicken,broiler_1,false,0.01
4498,460985.670333787,4.6212095613538e6,Susquehanna,Wrightstown,chicken,broiler_2,false,0.036
4499,473193.669349354,4.71472390474627e6,Indiana,Collingswood,chicken,broiler_2,false,0.028
4500,341844.70279917,4.58391250635556e6,Mercer,Chalfont,chicken,broiler_2,false,0.018
4501,371175.122847797,4.61213040850675e6,Mercer,Monmouth Beach,chicken,broiler_2,false,0.008
4502,332960.255309665,4.58346403172364e6,Mercer,Chalfont,chicken,broiler_2,false,0.008
4503,382825.03994701,4.60256293449549e6,Lycoming,Lindenwold,duck,conventional,false,0.002
4504,468606.990056991,4.66033067296894e6,Allegheny,Manville,duck,organic,false,0.006
4505,348247.524681346,4.53837031821443e6,Schuylkill,Neptune,duck,conventional,false,0.006
4506,484948.731414503,4.50745932771259e6,Luzerne,Hardyston,duck,conventional,false,0.0
4507,500557.716694298,4.47839903372523e6,Luzerne,Old Bridge,duck,conventional,false,0.0
4508,487129.219896557,4.73155707542796e6,Indiana,Wales,chicken,layer,false,0.028
4509,463756.136999476,4.54265957553468e6,Berks,Rutherford,duck,organic,false,0.004
4510,410882.851704485,4.57629246281218e6,Lycoming,Marlboro,duck,conventional,false,0.004
4511,368515.695334004,4.59705170678391e6,Mercer,Mannington,duck,conventional,false,0.002
4512,339940.014103291,4.53239279575384e6,Schuylkill,Hamburg,chicken,broiler_1,false,0.012
4513,473745.090322206,4.69646591659754e6,Indiana,Lafayette,duck,conventional,false,0.002
